date,store,lat,lon,sales_nok,promotion
2024-06-02,Trondheim Torg,63.4412,10.4175,11460,0
2024-06-03,Bergen Storsenter,60.3756,5.3488,30080,0
2024-06-03,Oslo City,59.9241,10.7713,44520,0
2024-06-03,Trondheim Torg,63.4412,10.4175,19410,0
2024-06-04,Bergen Storsenter,60.3756,5.3488,29080,0
2024-06-04,Oslo City,59.9241,10.7713,55240,0
2024-06-04,Trondheim Torg,63.4412,10.4175,21700,0
2024-06-05,Bergen Storsenter,60.3756,5.3488,30950,0
2024-06-05,Oslo City,59.9241,10.7713,58550,0
2024-06-05,Trondheim Torg,63.4412,10.4175,25600,0
2024-06-06,Bergen Storsenter,60.3756,5.3488,35360,0
2024-06-06,Oslo City,59.9241,10.7713,45810,0
2024-06-06,Trondheim Torg,63.4412,10.4175,26650,0
2024-06-07,Bergen Storsenter,60.3756,5.3488,54700,0
2024-06-07,Oslo City,59.9241,10.7713,83850,1
2024-06-07,Trondheim Torg,63.4412,10.4175,36410,1
2024-06-08,Bergen Storsenter,60.3756,5.3488,50420,0
2024-06-08,Oslo City,59.9241,10.7713,73600,0
2024-06-08,Trondheim Torg,63.4412,10.4175,34340,0
2024-06-09,Bergen Storsenter,60.3756,5.3488,16930,0
2024-06-09,Oslo City,59.9241,10.7713,25720,0
2024-06-09,Trondheim Torg,63.4412,10.4175,11020,0
2024-06-10,Bergen Storsenter,60.3756,5.3488,36530,0
2024-06-10,Oslo City,59.9241,10.7713,45610,0
2024-06-10,Trondheim Torg,63.4412,10.4175,23130,0
2024-06-11,Bergen Storsenter,60.3756,5.3488,31590,0
2024-06-11,Oslo City,59.9241,10.7713,54090,0
2024-06-11,Trondheim Torg,63.4412,10.4175,22420,0
2024-06-12,Bergen Storsenter,60.3756,5.3488,33740,0
2024-06-12,Oslo City,59.9241,10.7713,46400,0
2024-06-12,Trondheim Torg,63.4412,10.4175,21950,0
2024-06-13,Bergen Storsenter,60.3756,5.3488,38670,0
2024-06-13,Oslo City,59.9241,10.7713,59510,0
2024-06-13,Trondheim Torg,63.4412,10.4175,24910,0
2024-06-14,Bergen Storsenter,60.3756,5.3488,56060,1
2024-06-14,Oslo City,59.9241,10.7713,77190,0
2024-06-14,Trondheim Torg,63.4412,10.4175,35790,0
2024-06-15,Bergen Storsenter,60.3756,5.3488,61000,0
2024-06-15,Oslo City,59.9241,10.7713,98590,0
2024-06-15,Trondheim Torg,63.4412,10.4175,45780,0
2024-06-16,Bergen Storsenter,60.3756,5.3488,15390,0
2024-06-16,Oslo City,59.9241,10.7713,24970,0
2024-06-16,Trondheim Torg,63.4412,10.4175,12230,0
2024-06-17,Bergen Storsenter,60.3756,5.3488,26520,0
2024-06-17,Oslo City,59.9241,10.7713,45860,0
2024-06-17,Trondheim Torg,63.4412,10.4175,21910,0
2024-06-18,Bergen Storsenter,60.3756,5.3488,33140,0
2024-06-18,Oslo City,59.9241,10.7713,46870,0
2024-06-18,Trondheim Torg,63.4412,10.4175,23920,0
2024-06-19,Bergen Storsenter,60.3756,5.3488,28790,0
2024-06-19,Oslo City,59.9241,10.7713,50500,0
2024-06-19,Trondheim Torg,63.4412,10.4175,21290,0
2024-06-20,Bergen Storsenter,60.3756,5.3488,36930,0
2024-06-20,Oslo City,59.9241,10.7713,53690,0
2024-06-20,Trondheim Torg,63.4412,10.4175,25500,0
2024-06-21,Bergen Storsenter,60.3756,5.3488,42840,0
2024-06-21,Oslo City,59.9241,10.7713,68130,0
2024-06-21,Trondheim Torg,63.4412,10.4175,42900,0
2024-06-22,Bergen Storsenter,60.3756,5.3488,53350,0
2024-06-22,Oslo City,59.9241,10.7713,80620,1
2024-06-22,Trondheim Torg,63.4412,10.4175,40740,1
2024-06-23,Bergen Storsenter,60.3756,5.3488,17290,0
2024-06-23,Oslo City,59.9241,10.7713,22910,0
2024-06-23,Trondheim Torg,63.4412,10.4175,11470,0
2024-06-24,Bergen Storsenter,60.3756,5.3488,33700,0
2024-06-24,Oslo City,59.9241,10.7713,50170,0
2024-06-24,Trondheim Torg,63.4412,10.4175,20380,0
2024-06-25,Bergen Storsenter,60.3756,5.3488,31120,0
2024-06-25,Oslo City,59.9241,10.7713,52150,0
2024-06-25,Trondheim Torg,63.4412,10.4175,20660,0
2024-06-26,Bergen Storsenter,60.3756,5.3488,35810,0
2024-06-26,Oslo City,59.9241,10.7713,49400,0
2024-06-26,Trondheim Torg,63.4412,10.4175,21940,0
2024-06-27,Bergen Storsenter,60.3756,5.3488,33380,0
2024-06-27,Oslo City,59.9241,10.7713,57010,0
2024-06-27,Trondheim Torg,63.4412,10.4175,28860,0
2024-06-28,Bergen Storsenter,60.3756,5.3488,62630,1
2024-06-28,Oslo City,59.9241,10.7713,92130,1
2024-06-28,Trondheim Torg,63.4412,10.4175,46380,1
2024-06-29,Bergen Storsenter,60.3756,5.3488,73330,1
2024-06-29,Oslo City,59.9241,10.7713,77270,1
2024-06-29,Trondheim Torg,63.4412,10.4175,47800,1
2024-06-30,Bergen Storsenter,60.3756,5.3488,17620,1
2024-06-30,Oslo City,59.9241,10.7713,28630,1
2024-06-30,Trondheim Torg,63.4412,10.4175,14300,1
2024-07-01,Bergen Storsenter,60.3756,5.3488,39610,1
2024-07-01,Oslo City,59.9241,10.7713,60170,1
2024-07-01,Trondheim Torg,63.4412,10.4175,27790,1
2024-07-02,Bergen Storsenter,60.3756,5.3488,42850,1
2024-07-02,Oslo City,59.9241,10.7713,57300,1
2024-07-02,Trondheim Torg,63.4412,10.4175,28240,1
2024-07-03,Bergen Storsenter,60.3756,5.3488,42890,1
2024-07-03,Oslo City,59.9241,10.7713,64670,1
2024-07-03,Trondheim Torg,63.4412,10.4175,26170,1
2024-07-04,Bergen Storsenter,60.3756,5.3488,45450,1
2024-07-04,Oslo City,59.9241,10.7713,70320,1
2024-07-04,Trondheim Torg,63.4412,10.4175,30640,1
2024-07-05,Bergen Storsenter,60.3756,5.3488,61170,1
2024-07-05,Oslo City,59.9241,10.7713,116720,1
2024-07-05,Trondheim Torg,63.4412,10.4175,51990,1
2024-07-06,Bergen Storsenter,60.3756,5.3488,56740,1
2024-07-06,Oslo City,59.9241,10.7713,99960,1
2024-07-06,Trondheim Torg,63.4412,10.4175,44180,1
2024-07-07,Bergen Storsenter,60.3756,5.3488,22510,1
2024-07-07,Oslo City,59.9241,10.7713,37050,1
2024-07-07,Trondheim Torg,63.4412,10.4175,14840,1
2024-07-08,Bergen Storsenter,60.3756,5.3488,41050,1
2024-07-08,Oslo City,59.9241,10.7713,70280,1
2024-07-08,Trondheim Torg,63.4412,10.4175,27080,1
2024-07-09,Bergen Storsenter,60.3756,5.3488,50430,1
2024-07-09,Oslo City,59.9241,10.7713,70520,1
2024-07-09,Trondheim Torg,63.4412,10.4175,28750,1
2024-07-10,Bergen Storsenter,60.3756,5.3488,43820,1
2024-07-10,Oslo City,59.9241,10.7713,73340,1
2024-07-10,Trondheim Torg,63.4412,10.4175,26100,1
2024-07-11,Bergen Storsenter,60.3756,5.3488,46710,1
2024-07-11,Oslo City,59.9241,10.7713,81460,1
2024-07-11,Trondheim Torg,63.4412,10.4175,32280,1
2024-07-12,Bergen Storsenter,60.3756,5.3488,60570,1
2024-07-12,Oslo City,59.9241,10.7713,105750,1
2024-07-12,Trondheim Torg,63.4412,10.4175,46210,1
2024-07-13,Bergen Storsenter,60.3756,5.3488,72700,1
2024-07-13,Oslo City,59.9241,10.7713,87090,1
2024-07-13,Trondheim Torg,63.4412,10.4175,45160,1
2024-07-14,Bergen Storsenter,60.3756,5.3488,19960,1
2024-07-14,Oslo City,59.9241,10.7713,32020,1
2024-07-14,Trondheim Torg,63.4412,10.4175,15970,1
2024-07-15,Bergen Storsenter,60.3756,5.3488,41300,1
2024-07-15,Oslo City,59.9241,10.7713,56020,1
2024-07-15,Trondheim Torg,63.4412,10.4175,24890,1
2024-07-16,Bergen Storsenter,60.3756,5.3488,35590,1
2024-07-16,Oslo City,59.9241,10.7713,66370,1
2024-07-16,Trondheim Torg,63.4412,10.4175,32230,1
2024-07-17,Bergen Storsenter,60.3756,5.3488,41820,1
2024-07-17,Oslo City,59.9241,10.7713,73980,1
2024-07-17,Trondheim Torg,63.4412,10.4175,35090,1
2024-07-18,Bergen Storsenter,60.3756,5.3488,50740,1
2024-07-18,Oslo City,59.9241,10.7713,86120,1
2024-07-18,Trondheim Torg,63.4412,10.4175,30550,1
2024-07-19,Bergen Storsenter,60.3756,5.3488,50350,0
2024-07-19,Oslo City,59.9241,10.7713,90510,0
2024-07-19,Trondheim Torg,63.4412,10.4175,33840,0
2024-07-20,Bergen Storsenter,60.3756,5.3488,61220,0
2024-07-20,Oslo City,59.9241,10.7713,107710,0
2024-07-20,Trondheim Torg,63.4412,10.4175,37100,0
2024-07-21,Bergen Storsenter,60.3756,5.3488,17770,0
2024-07-21,Oslo City,59.9241,10.7713,30290,0
2024-07-21,Trondheim Torg,63.4412,10.4175,9740,0
2024-07-22,Bergen Storsenter,60.3756,5.3488,40830,1
2024-07-22,Oslo City,59.9241,10.7713,50850,0
2024-07-22,Trondheim Torg,63.4412,10.4175,20180,0
2024-07-23,Bergen Storsenter,60.3756,5.3488,34160,0
2024-07-23,Oslo City,59.9241,10.7713,64190,0
2024-07-23,Trondheim Torg,63.4412,10.4175,27080,0
2024-07-24,Bergen Storsenter,60.3756,5.3488,38980,0
2024-07-24,Oslo City,59.9241,10.7713,55620,0
2024-07-24,Trondheim Torg,63.4412,10.4175,26210,0
2024-07-25,Bergen Storsenter,60.3756,5.3488,43930,0
2024-07-25,Oslo City,59.9241,10.7713,56500,0
2024-07-25,Trondheim Torg,63.4412,10.4175,28040,0
2024-07-26,Bergen Storsenter,60.3756,5.3488,56900,0
2024-07-26,Oslo City,59.9241,10.7713,89140,0
2024-07-26,Trondheim Torg,63.4412,10.4175,43400,0
2024-07-27,Bergen Storsenter,60.3756,5.3488,56920,0
2024-07-27,Oslo City,59.9241,10.7713,117880,0
2024-07-27,Trondheim Torg,63.4412,10.4175,42490,0
2024-07-28,Bergen Storsenter,60.3756,5.3488,20210,0
2024-07-28,Oslo City,59.9241,10.7713,26600,0
2024-07-28,Trondheim Torg,63.4412,10.4175,13330,0
2024-07-29,Bergen Storsenter,60.3756,5.3488,40170,0
2024-07-29,Oslo City,59.9241,10.7713,47050,0
2024-07-29,Trondheim Torg,63.4412,10.4175,27060,0
2024-07-30,Bergen Storsenter,60.3756,5.3488,40940,0
2024-07-30,Oslo City,59.9241,10.7713,70120,1
2024-07-30,Trondheim Torg,63.4412,10.4175,30370,1
2024-07-31,Bergen Storsenter,60.3756,5.3488,46580,0
2024-07-31,Oslo City,59.9241,10.7713,81470,0
2024-07-31,Trondheim Torg,63.4412,10.4175,24360,0
2024-08-01,Bergen Storsenter,60.3756,5.3488,40900,0
2024-08-01,Oslo City,59.9241,10.7713,66370,0
2024-08-01,Trondheim Torg,63.4412,10.4175,28530,0
2024-08-02,Bergen Storsenter,60.3756,5.3488,57040,0
2024-08-02,Oslo City,59.9241,10.7713,96330,0
2024-08-02,Trondheim Torg,63.4412,10.4175,45340,0
2024-08-03,Bergen Storsenter,60.3756,5.3488,56260,0
2024-08-03,Oslo City,59.9241,10.7713,106940,0
2024-08-03,Trondheim Torg,63.4412,10.4175,37600,0
2024-08-04,Bergen Storsenter,60.3756,5.3488,23210,0
2024-08-04,Oslo City,59.9241,10.7713,31940,0
2024-08-04,Trondheim Torg,63.4412,10.4175,11630,0
2024-08-05,Bergen Storsenter,60.3756,5.3488,38670,0
2024-08-05,Oslo City,59.9241,10.7713,58340,0
2024-08-05,Trondheim Torg,63.4412,10.4175,22280,0
2024-08-06,Bergen Storsenter,60.3756,5.3488,49210,1
2024-08-06,Oslo City,59.9241,10.7713,62090,0
2024-08-06,Trondheim Torg,63.4412,10.4175,25490,0
2024-08-07,Bergen Storsenter,60.3756,5.3488,48220,0
2024-08-07,Oslo City,59.9241,10.7713,56120,0
2024-08-07,Trondheim Torg,63.4412,10.4175,24820,0
2024-08-08,Bergen Storsenter,60.3756,5.3488,46520,0
2024-08-08,Oslo City,59.9241,10.7713,71120,0
2024-08-08,Trondheim Torg,63.4412,10.4175,30470,0
2024-08-09,Bergen Storsenter,60.3756,5.3488,61090,0
2024-08-09,Oslo City,59.9241,10.7713,99200,0
2024-08-09,Trondheim Torg,63.4412,10.4175,46360,0
2024-08-10,Bergen Storsenter,60.3756,5.3488,62560,0
2024-08-10,Oslo City,59.9241,10.7713,120760,0
2024-08-10,Trondheim Torg,63.4412,10.4175,51340,0
2024-08-11,Bergen Storsenter,60.3756,5.3488,19730,0
2024-08-11,Oslo City,59.9241,10.7713,38710,0
2024-08-11,Trondheim Torg,63.4412,10.4175,13940,0
2024-08-12,Bergen Storsenter,60.3756,5.3488,43840,0
2024-08-12,Oslo City,59.9241,10.7713,66500,0
2024-08-12,Trondheim Torg,63.4412,10.4175,33480,0
2024-08-13,Bergen Storsenter,60.3756,5.3488,52620,0
2024-08-13,Oslo City,59.9241,10.7713,68370,0
2024-08-13,Trondheim Torg,63.4412,10.4175,25550,0
2024-08-14,Bergen Storsenter,60.3756,5.3488,44110,0
2024-08-14,Oslo City,59.9241,10.7713,90680,1
2024-08-14,Trondheim Torg,63.4412,10.4175,32810,1
2024-08-15,Bergen Storsenter,60.3756,5.3488,50800,0
2024-08-15,Oslo City,59.9241,10.7713,87740,0
2024-08-15,Trondheim Torg,63.4412,10.4175,34240,0
2024-08-16,Bergen Storsenter,60.3756,5.3488,62280,0
2024-08-16,Oslo City,59.9241,10.7713,100990,0
2024-08-16,Trondheim Torg,63.4412,10.4175,44160,0
2024-08-17,Bergen Storsenter,60.3756,5.3488,87110,0
2024-08-17,Oslo City,59.9241,10.7713,124610,0
2024-08-17,Trondheim Torg,63.4412,10.4175,52190,0
2024-08-18,Bergen Storsenter,60.3756,5.3488,21330,0
2024-08-18,Oslo City,59.9241,10.7713,35740,0
2024-08-18,Trondheim Torg,63.4412,10.4175,15070,0
2024-08-19,Bergen Storsenter,60.3756,5.3488,40090,0
2024-08-19,Oslo City,59.9241,10.7713,74310,0
2024-08-19,Trondheim Torg,63.4412,10.4175,27120,0
2024-08-20,Bergen Storsenter,60.3756,5.3488,44330,0
2024-08-20,Oslo City,59.9241,10.7713,75410,0
2024-08-20,Trondheim Torg,63.4412,10.4175,29000,0
2024-08-21,Bergen Storsenter,60.3756,5.3488,63100,1
2024-08-21,Oslo City,59.9241,10.7713,69470,0
2024-08-21,Trondheim Torg,63.4412,10.4175,33580,0
2024-08-22,Bergen Storsenter,60.3756,5.3488,53290,0
2024-08-22,Oslo City,59.9241,10.7713,74770,0
2024-08-22,Trondheim Torg,63.4412,10.4175,35040,0
2024-08-23,Bergen Storsenter,60.3756,5.3488,74400,0
2024-08-23,Oslo City,59.9241,10.7713,118610,0
2024-08-23,Trondheim Torg,63.4412,10.4175,45330,0
2024-08-24,Bergen Storsenter,60.3756,5.3488,83700,0
2024-08-24,Oslo City,59.9241,10.7713,133370,0
2024-08-24,Trondheim Torg,63.4412,10.4175,51050,0
2024-08-25,Bergen Storsenter,60.3756,5.3488,23700,0
2024-08-25,Oslo City,59.9241,10.7713,36120,0
2024-08-25,Trondheim Torg,63.4412,10.4175,17580,0
2024-08-26,Bergen Storsenter,60.3756,5.3488,43860,0
2024-08-26,Oslo City,59.9241,10.7713,82080,0
2024-08-26,Trondheim Torg,63.4412,10.4175,23210,0
2024-08-27,Bergen Storsenter,60.3756,5.3488,39750,0
2024-08-27,Oslo City,59.9241,10.7713,79900,0
2024-08-27,Trondheim Torg,63.4412,10.4175,26690,0
2024-08-28,Bergen Storsenter,60.3756,5.3488,47680,0
2024-08-28,Oslo City,59.9241,10.7713,61410,0
2024-08-28,Trondheim Torg,63.4412,10.4175,33740,0
2024-08-29,Bergen Storsenter,60.3756,5.3488,58750,0
2024-08-29,Oslo City,59.9241,10.7713,90080,1
2024-08-29,Trondheim Torg,63.4412,10.4175,34980,1
2024-08-30,Bergen Storsenter,60.3756,5.3488,61880,0
2024-08-30,Oslo City,59.9241,10.7713,96890,0
2024-08-30,Trondheim Torg,63.4412,10.4175,46800,0
2024-08-31,Bergen Storsenter,60.3756,5.3488,76230,0
2024-08-31,Oslo City,59.9241,10.7713,102940,0
2024-08-31,Trondheim Torg,63.4412,10.4175,64920,0
2024-09-01,Bergen Storsenter,60.3756,5.3488,24580,0
2024-09-01,Oslo City,59.9241,10.7713,36690,0
2024-09-01,Trondheim Torg,63.4412,10.4175,17640,0
2024-09-02,Bergen Storsenter,60.3756,5.3488,52370,0
2024-09-02,Oslo City,59.9241,10.7713,69300,0
2024-09-02,Trondheim Torg,63.4412,10.4175,30200,0
2024-09-03,Bergen Storsenter,60.3756,5.3488,47760,0
2024-09-03,Oslo City,59.9241,10.7713,79060,0
2024-09-03,Trondheim Torg,63.4412,10.4175,32540,0
2024-09-04,Bergen Storsenter,60.3756,5.3488,52640,0
2024-09-04,Oslo City,59.9241,10.7713,83060,0
2024-09-04,Trondheim Torg,63.4412,10.4175,38350,0
2024-09-05,Bergen Storsenter,60.3756,5.3488,71470,0
2024-09-05,Oslo City,59.9241,10.7713,88880,0
2024-09-05,Trondheim Torg,63.4412,10.4175,39230,0
2024-09-06,Bergen Storsenter,60.3756,5.3488,80310,0
2024-09-06,Oslo City,59.9241,10.7713,109370,0
2024-09-06,Trondheim Torg,63.4412,10.4175,48730,0
2024-09-07,Bergen Storsenter,60.3756,5.3488,82120,0
2024-09-07,Oslo City,59.9241,10.7713,125930,0
2024-09-07,Trondheim Torg,63.4412,10.4175,57230,0
2024-09-08,Bergen Storsenter,60.3756,5.3488,25830,0
2024-09-08,Oslo City,59.9241,10.7713,30000,0
2024-09-08,Trondheim Torg,63.4412,10.4175,17100,0
2024-09-09,Bergen Storsenter,60.3756,5.3488,48760,0
2024-09-09,Oslo City,59.9241,10.7713,56420,0
2024-09-09,Trondheim Torg,63.4412,10.4175,34660,0
2024-09-10,Bergen Storsenter,60.3756,5.3488,50920,0
2024-09-10,Oslo City,59.9241,10.7713,84390,0
2024-09-10,Trondheim Torg,63.4412,10.4175,40460,0
2024-09-11,Bergen Storsenter,60.3756,5.3488,52780,0
2024-09-11,Oslo City,59.9241,10.7713,74080,0
2024-09-11,Trondheim Torg,63.4412,10.4175,44250,0
2024-09-12,Bergen Storsenter,60.3756,5.3488,66900,0
2024-09-12,Oslo City,59.9241,10.7713,75800,0
2024-09-12,Trondheim Torg,63.4412,10.4175,40670,0
2024-09-13,Bergen Storsenter,60.3756,5.3488,93640,1
2024-09-13,Oslo City,59.9241,10.7713,107450,0
2024-09-13,Trondheim Torg,63.4412,10.4175,60390,0
2024-09-14,Bergen Storsenter,60.3756,5.3488,100770,0
2024-09-14,Oslo City,59.9241,10.7713,148070,0
2024-09-14,Trondheim Torg,63.4412,10.4175,59830,0
2024-09-15,Bergen Storsenter,60.3756,5.3488,30970,0
2024-09-15,Oslo City,59.9241,10.7713,37050,0
2024-09-15,Trondheim Torg,63.4412,10.4175,18480,0
2024-09-16,Bergen Storsenter,60.3756,5.3488,50500,0
2024-09-16,Oslo City,59.9241,10.7713,93540,0
2024-09-16,Trondheim Torg,63.4412,10.4175,38060,0
2024-09-17,Bergen Storsenter,60.3756,5.3488,50760,0
2024-09-17,Oslo City,59.9241,10.7713,81450,0
2024-09-17,Trondheim Torg,63.4412,10.4175,38240,0
2024-09-18,Bergen Storsenter,60.3756,5.3488,60240,0
2024-09-18,Oslo City,59.9241,10.7713,77050,0
2024-09-18,Trondheim Torg,63.4412,10.4175,43430,0
2024-09-19,Bergen Storsenter,60.3756,5.3488,58040,0
2024-09-19,Oslo City,59.9241,10.7713,98310,0
2024-09-19,Trondheim Torg,63.4412,10.4175,40300,0
2024-09-20,Bergen Storsenter,60.3756,5.3488,94500,0
2024-09-20,Oslo City,59.9241,10.7713,108500,0
2024-09-20,Trondheim Torg,63.4412,10.4175,60170,0
2024-09-21,Bergen Storsenter,60.3756,5.3488,70290,0
2024-09-21,Oslo City,59.9241,10.7713,114790,1
2024-09-21,Trondheim Torg,63.4412,10.4175,69820,1
2024-09-22,Bergen Storsenter,60.3756,5.3488,24360,0
2024-09-22,Oslo City,59.9241,10.7713,35740,0
2024-09-22,Trondheim Torg,63.4412,10.4175,21020,0
2024-09-23,Bergen Storsenter,60.3756,5.3488,60690,0
2024-09-23,Oslo City,59.9241,10.7713,74530,0
2024-09-23,Trondheim Torg,63.4412,10.4175,38850,0
2024-09-24,Bergen Storsenter,60.3756,5.3488,46250,0
2024-09-24,Oslo City,59.9241,10.7713,65310,0
2024-09-24,Trondheim Torg,63.4412,10.4175,32580,0
2024-09-25,Bergen Storsenter,60.3756,5.3488,56270,0
2024-09-25,Oslo City,59.9241,10.7713,78870,0
2024-09-25,Trondheim Torg,63.4412,10.4175,29780,0
2024-09-26,Bergen Storsenter,60.3756,5.3488,50760,0
2024-09-26,Oslo City,59.9241,10.7713,80360,0
2024-09-26,Trondheim Torg,63.4412,10.4175,31900,0
2024-09-27,Bergen Storsenter,60.3756,5.3488,83410,0
2024-09-27,Oslo City,59.9241,10.7713,129370,0
2024-09-27,Trondheim Torg,63.4412,10.4175,45510,0
2024-09-28,Bergen Storsenter,60.3756,5.3488,98180,1
2024-09-28,Oslo City,59.9241,10.7713,116950,0
2024-09-28,Trondheim Torg,63.4412,10.4175,44300,0
2024-09-29,Bergen Storsenter,60.3756,5.3488,25420,0
2024-09-29,Oslo City,59.9241,10.7713,39880,0
2024-09-29,Trondheim Torg,63.4412,10.4175,14440,0
2024-09-30,Bergen Storsenter,60.3756,5.3488,48460,0
2024-09-30,Oslo City,59.9241,10.7713,64920,0
2024-09-30,Trondheim Torg,63.4412,10.4175,28080,0
2024-10-01,Bergen Storsenter,60.3756,5.3488,47760,0
2024-10-01,Oslo City,59.9241,10.7713,77280,0
2024-10-01,Trondheim Torg,63.4412,10.4175,25750,0
2024-10-02,Bergen Storsenter,60.3756,5.3488,60330,0
2024-10-02,Oslo City,59.9241,10.7713,99460,0
2024-10-02,Trondheim Torg,63.4412,10.4175,25270,0
2024-10-03,Bergen Storsenter,60.3756,5.3488,54600,0
2024-10-03,Oslo City,59.9241,10.7713,105250,0
2024-10-03,Trondheim Torg,63.4412,10.4175,34250,0
2024-10-04,Bergen Storsenter,60.3756,5.3488,77530,0
2024-10-04,Oslo City,59.9241,10.7713,146530,0
2024-10-04,Trondheim Torg,63.4412,10.4175,47090,0
2024-10-05,Bergen Storsenter,60.3756,5.3488,99230,0
2024-10-05,Oslo City,59.9241,10.7713,134770,0
2024-10-05,Trondheim Torg,63.4412,10.4175,66490,0
2024-10-06,Bergen Storsenter,60.3756,5.3488,28480,0
2024-10-06,Oslo City,59.9241,10.7713,47590,1
2024-10-06,Trondheim Torg,63.4412,10.4175,20570,1
2024-10-07,Bergen Storsenter,60.3756,5.3488,56420,0
2024-10-07,Oslo City,59.9241,10.7713,90640,0
2024-10-07,Trondheim Torg,63.4412,10.4175,32100,0
2024-10-08,Bergen Storsenter,60.3756,5.3488,63650,0
2024-10-08,Oslo City,59.9241,10.7713,89730,0
2024-10-08,Trondheim Torg,63.4412,10.4175,36850,0
2024-10-09,Bergen Storsenter,60.3756,5.3488,62520,0
2024-10-09,Oslo City,59.9241,10.7713,86490,0
2024-10-09,Trondheim Torg,63.4412,10.4175,32970,0
2024-10-10,Bergen Storsenter,60.3756,5.3488,63030,0
2024-10-10,Oslo City,59.9241,10.7713,95080,0
2024-10-10,Trondheim Torg,63.4412,10.4175,50790,0
2024-10-11,Bergen Storsenter,60.3756,5.3488,104600,0
2024-10-11,Oslo City,59.9241,10.7713,141240,0
2024-10-11,Trondheim Torg,63.4412,10.4175,70710,0
2024-10-12,Bergen Storsenter,60.3756,5.3488,89820,0
2024-10-12,Oslo City,59.9241,10.7713,138980,0
2024-10-12,Trondheim Torg,63.4412,10.4175,68610,0
2024-10-13,Bergen Storsenter,60.3756,5.3488,36530,1
2024-10-13,Oslo City,59.9241,10.7713,42700,0
2024-10-13,Trondheim Torg,63.4412,10.4175,19150,0
2024-10-14,Bergen Storsenter,60.3756,5.3488,54490,0
2024-10-14,Oslo City,59.9241,10.7713,69310,0
2024-10-14,Trondheim Torg,63.4412,10.4175,36680,0
2024-10-15,Bergen Storsenter,60.3756,5.3488,54830,0
2024-10-15,Oslo City,59.9241,10.7713,66090,0
2024-10-15,Trondheim Torg,63.4412,10.4175,36940,0
2024-10-16,Bergen Storsenter,60.3756,5.3488,58560,0
2024-10-16,Oslo City,59.9241,10.7713,92930,0
2024-10-16,Trondheim Torg,63.4412,10.4175,37740,0
2024-10-17,Bergen Storsenter,60.3756,5.3488,60840,0
2024-10-17,Oslo City,59.9241,10.7713,102320,0
2024-10-17,Trondheim Torg,63.4412,10.4175,57650,0
2024-10-18,Bergen Storsenter,60.3756,5.3488,82830,0
2024-10-18,Oslo City,59.9241,10.7713,114620,0
2024-10-18,Trondheim Torg,63.4412,10.4175,77040,0
2024-10-19,Bergen Storsenter,60.3756,5.3488,93950,0
2024-10-19,Oslo City,59.9241,10.7713,137050,0
2024-10-19,Trondheim Torg,63.4412,10.4175,62910,0
2024-10-20,Bergen Storsenter,60.3756,5.3488,25330,0
2024-10-20,Oslo City,59.9241,10.7713,34990,0
2024-10-20,Trondheim Torg,63.4412,10.4175,24170,0
2024-10-21,Bergen Storsenter,60.3756,5.3488,48760,0
2024-10-21,Oslo City,59.9241,10.7713,81820,1
2024-10-21,Trondheim Torg,63.4412,10.4175,45870,1
2024-10-22,Bergen Storsenter,60.3756,5.3488,64750,0
2024-10-22,Oslo City,59.9241,10.7713,76900,0
2024-10-22,Trondheim Torg,63.4412,10.4175,37470,0
2024-10-23,Bergen Storsenter,60.3756,5.3488,62610,0
2024-10-23,Oslo City,59.9241,10.7713,90460,0
2024-10-23,Trondheim Torg,63.4412,10.4175,45210,0
2024-10-24,Bergen Storsenter,60.3756,5.3488,57920,0
2024-10-24,Oslo City,59.9241,10.7713,82560,0
2024-10-24,Trondheim Torg,63.4412,10.4175,51370,0
2024-10-25,Bergen Storsenter,60.3756,5.3488,92490,0
2024-10-25,Oslo City,59.9241,10.7713,136090,0
2024-10-25,Trondheim Torg,63.4412,10.4175,53810,0
2024-10-26,Bergen Storsenter,60.3756,5.3488,110910,0
2024-10-26,Oslo City,59.9241,10.7713,96340,0
2024-10-26,Trondheim Torg,63.4412,10.4175,70550,0
2024-10-27,Bergen Storsenter,60.3756,5.3488,27790,0
2024-10-27,Oslo City,59.9241,10.7713,46740,0
2024-10-27,Trondheim Torg,63.4412,10.4175,22660,0
2024-10-28,Bergen Storsenter,60.3756,5.3488,57240,0
2024-10-28,Oslo City,59.9241,10.7713,69070,0
2024-10-28,Trondheim Torg,63.4412,10.4175,41220,0
2024-10-29,Bergen Storsenter,60.3756,5.3488,61180,0
2024-10-29,Oslo City,59.9241,10.7713,93460,0
2024-10-29,Trondheim Torg,63.4412,10.4175,39000,0
2024-10-30,Bergen Storsenter,60.3756,5.3488,52700,0
2024-10-30,Oslo City,59.9241,10.7713,79690,0
2024-10-30,Trondheim Torg,63.4412,10.4175,39430,0
2024-10-31,Bergen Storsenter,60.3756,5.3488,67910,0
2024-10-31,Oslo City,59.9241,10.7713,91340,0
2024-10-31,Trondheim Torg,63.4412,10.4175,41880,0
2024-11-01,Bergen Storsenter,60.3756,5.3488,99230,0
2024-11-01,Oslo City,59.9241,10.7713,148730,0
2024-11-01,Trondheim Torg,63.4412,10.4175,56500,0
2024-11-02,Bergen Storsenter,60.3756,5.3488,104470,0
2024-11-02,Oslo City,59.9241,10.7713,162140,0
2024-11-02,Trondheim Torg,63.4412,10.4175,55670,0
